customer_id,region,segment,signup_date
C00757,Midwest,New,2024-07-09
C00758,Northeast,Returning,2024-08-11
C00759,Northeast,New,2024-04-04
C00760,South,Returning,2024-06-02
C00761,Northeast,New,2024-05-10
C00762,Northeast,Returning,2024-09-20
C00763,Northeast,Returning,2024-01-01
C00764,Northeast,Loyalty,2024-09-21
C00765,West,Loyalty,2024-10-10
C00766,West,Returning,2024-01-20
C00767,West,New,2024-09-22
C00768,West,New,2024-10-22
C00769,West,New,2024-12-21
C00770,West,Loyalty,2024-10-06
C00771,Midwest,Returning,2024-12-14
C00772,Midwest,Returning,2024-10-06
C00773,West,Returning,2024-09-04
C00774,Midwest,Loyalty,2024-09-24
C00775,Northeast,Loyalty,2024-11-24
C00776,Northeast,New,2024-02-23
C00777,Midwest,Loyalty,2024-08-12
C00778,South,New,2024-04-21
C00779,Midwest,New,2024-04-20
C00780,West,Returning,2024-08-12
C00781,South,Returning,2024-08-25
C00782,West,New,2024-03-05
C00783,South,New,2024-08-05
C00784,West,Loyalty,2024-02-17
C00785,Midwest,Returning,2024-12-27
C00786,Midwest,Returning,2024-03-26
C00787,South,Loyalty,2024-11-25
C00788,West,Returning,2024-05-20
C00789,West,New,2024-05-24
C00790,South,Loyalty,2024-01-25
C00791,Midwest,Returning,2024-02-08
C00792,West,Loyalty,2024-08-11
C00793,West,Returning,2024-11-20
C00794,West,Returning,2024-04-20
C00795,Midwest,Loyalty,2024-02-25
C00796,South,Loyalty,2024-09-23
C00797,Northeast,New,2024-01-10
C00798,West,Loyalty,2024-09-15
C00799,Midwest,New,2024-03-23
C00800,West,Returning,2024-04-15
C00801,South,New,2024-06-22
C00802,West,Returning,2024-05-09
C00803,Midwest,Returning,2024-04-25
C00804,Northeast,New,2024-09-15
C00805,Northeast,Returning,2024-09-10
C00806,Midwest,Returning,2024-03-24
C00807,Midwest,Loyalty,2024-04-13
C00808,South,Returning,2024-01-23
C00809,West,Loyalty,2024-12-17
C00810,South,New,2024-02-07
C00811,South,Returning,2024-02-01
C00812,Midwest,New,2024-04-22
C00813,Northeast,Returning,2024-05-13
C00814,Midwest,Loyalty,2024-03-10
C00815,South,Returning,2024-09-25
C00816,South,Returning,2024-10-07
C00817,Midwest,Returning,2024-10-11
C00818,South,New,2024-12-22
C00819,South,Loyalty,2024-10-20
C00820,South,Returning,2024-03-06
C00821,South,New,2024-03-08
C00822,Midwest,New,2024-11-15
C00823,Midwest,Loyalty,2024-07-08
C00824,Midwest,Returning,2024-08-14
C00825,Midwest,Loyalty,2024-11-26
C00826,South,Returning,2024-04-11
C00827,Midwest,Returning,2024-09-09
C00828,Northeast,New,2024-11-12
C00829,West,New,2024-08-16
C00830,West,Loyalty,2024-12-26
C00831,West,Loyalty,2024-06-11
C00832,West,Loyalty,2024-07-02
C00833,Midwest,Loyalty,2024-12-03
C00834,Northeast,New,2024-03-05
C00835,Northeast,Returning,2024-09-05
C00836,Midwest,Loyalty,2024-02-14
C00837,South,New,2024-04-26
C00838,Midwest,New,2024-02-13
C00839,Northeast,Returning,2024-05-03
C00840,Midwest,Returning,2024-10-24
C00841,West,New,2024-07-15
C00842,West,Returning,2024-02-03
C00843,South,Returning,2024-07-04
C00844,Midwest,Returning,2024-09-03
C00845,Northeast,Loyalty,2024-03-16
C00846,Northeast,Loyalty,2024-07-08
C00847,South,Loyalty,2024-01-07
C00848,Northeast,Loyalty,2024-05-18
C00849,West,New,2024-10-26
C00850,West,Returning,2024-05-17
C00851,South,Returning,2024-08-25
C00852,South,New,2024-01-19
C00853,West,Returning,2024-07-19
C00854,Northeast,Loyalty,2024-05-05
C00855,Northeast,Loyalty,2024-02-27
C00856,Midwest,New,2024-01-11
C00857,West,Returning,2024-09-05
C00858,Midwest,Returning,2024-11-15
C00859,South,Loyalty,2024-02-07
C00860,West,Returning,2024-12-01
C00861,Midwest,Returning,2024-08-23
C00862,West,Returning,2024-05-25
C00863,Northeast,Loyalty,2024-03-08
C00864,South,New,2024-08-17
C00865,Midwest,Returning,2024-05-03
C00866,West,New,2024-02-08
C00867,West,Loyalty,2024-12-14
C00868,West,Returning,2024-10-23
C00869,West,Loyalty,2024-01-10
C00870,South,Loyalty,2024-10-04
C00871,West,Loyalty,2024-06-17
C00872,Midwest,Loyalty,2024-12-01
C00873,West,New,2024-02-18
C00874,South,Loyalty,2024-07-11
C00875,West,Loyalty,2024-03-20
C00876,West,Returning,2024-10-21
C00877,South,Returning,2024-01-09
C00878,Northeast,New,2024-11-22
C00879,South,New,2024-03-22
C00880,South,Returning,2024-01-23
C00881,South,New,2024-10-26
C00882,Midwest,Loyalty,2024-08-07
C00883,South,Loyalty,2024-10-10
C00884,Midwest,New,2024-05-22
C00885,South,Returning,2024-03-05
C00886,West,Returning,2024-04-08
C00887,West,New,2024-08-12
C00888,West,Loyalty,2024-02-17
C00889,Northeast,New,2024-02-22
C00890,Midwest,New,2024-11-04
C00891,Northeast,New,2024-06-12
C00892,South,New,2024-07-19
C00893,West,Returning,2024-10-02
C00894,Midwest,Returning,2024-04-15
C00895,South,Loyalty,2024-10-14
C00896,Midwest,New,2024-06-06
C00897,South,Returning,2024-05-25
C00898,West,New,2024-08-13
C00899,Midwest,New,2024-04-12
C00900,West,Loyalty,2024-05-13
C00901,Northeast,Loyalty,2024-01-13
C00902,West,New,2024-09-23
C00903,West,New,2024-04-27
C00904,Northeast,New,2024-12-16
C00905,Northeast,New,2024-07-14
C00906,Midwest,Loyalty,2024-07-12
C00907,South,Loyalty,2024-06-26
C00908,South,New,2024-12-12
C00909,South,Loyalty,2024-08-03
C00910,South,Returning,2024-05-02
C00911,South,Loyalty,2024-10-27
C00912,Midwest,New,2024-08-23
C00913,Northeast,New,2024-06-11
C00914,Northeast,Loyalty,2024-08-25
C00915,West,Loyalty,2024-03-24
C00916,West,New,2024-01-02
C00917,Midwest,Returning,2024-09-11
C00918,South,Loyalty,2024-08-05
C00919,Northeast,Loyalty,2024-02-01
C00920,South,Loyalty,2024-04-12
C00921,Northeast,New,2024-06-06
C00922,West,New,2024-12-22
C00923,West,Loyalty,2024-10-13
C00924,West,Loyalty,2024-08-25
C00925,South,Returning,2024-02-08
C00926,West,New,2024-06-16
C00927,Midwest,New,2024-04-20
C00928,South,New,2024-12-16
C00929,West,Returning,2024-01-13
C00930,Midwest,Returning,2024-08-12
C00931,Midwest,New,2024-01-08
C00932,Midwest,Returning,2024-06-25
C00933,Northeast,New,2024-02-10
C00934,South,Loyalty,2024-11-15
C00935,West,New,2024-09-03
C00936,Northeast,Loyalty,2024-04-20
C00937,Midwest,Returning,2024-08-16
C00938,Northeast,Returning,2024-04-25
C00939,South,Loyalty,2024-12-06
C00940,Northeast,Returning,2024-07-22
C00941,Midwest,New,2024-07-15
C00942,Midwest,New,2024-07-03
C00943,Northeast,Returning,2024-07-09
C00944,Midwest,Returning,2024-11-14
C00945,Midwest,Returning,2024-04-23
C00946,West,Loyalty,2024-08-05
C00947,Midwest,Loyalty,2024-08-23
C00948,West,New,2024-11-15
C00949,South,Returning,2024-10-21
C00950,Midwest,Returning,2024-03-16
C00951,Midwest,New,2024-11-20
C00952,South,Returning,2024-03-10
C00953,West,Loyalty,2024-01-08
C00954,Northeast,Loyalty,2024-04-02
C00955,South,New,2024-09-17
C00956,Northeast,Loyalty,2024-09-08
C00957,Northeast,New,2024-02-14
C00958,Midwest,Returning,2024-09-03
C00959,Northeast,Returning,2024-04-23
C00960,Northeast,Loyalty,2024-10-01
C00961,Midwest,New,2024-06-02
C00962,Northeast,New,2024-05-19
C00963,West,Returning,2024-08-16
C00964,South,Loyalty,2024-12-14
C00965,West,Loyalty,2024-02-02
C00966,South,Loyalty,2024-09-21
C00967,West,Returning,2024-04-01
C00968,Midwest,New,2024-11-16
C00969,West,Loyalty,2024-04-18
C00970,Northeast,New,2024-12-23
C00971,West,New,2024-05-18
C00972,Northeast,Loyalty,2024-11-17
C00973,Northeast,New,2024-03-10
C00974,South,Returning,2024-07-23
C00975,Midwest,Loyalty,2024-09-02
C00976,Northeast,New,2024-11-19
C00977,Midwest,Loyalty,2024-03-12
C00978,West,Returning,2024-01-21
C00979,West,Returning,2024-01-01
C00980,South,Returning,2024-05-12
C00981,West,New,2024-09-18
C00982,West,New,2024-03-14
C00983,Northeast,Loyalty,2024-08-04
C00984,Midwest,Returning,2024-12-14
C00985,Northeast,Returning,2024-10-16
C00986,South,Loyalty,2024-08-27
C00987,Northeast,Returning,2024-07-07
C00988,West,New,2024-12-15
C00989,Midwest,New,2024-10-26
C00990,South,Loyalty,2024-09-11
C00991,South,Loyalty,2024-10-19
C00992,West,New,2024-07-09
C00993,Midwest,New,2024-01-16
C00994,South,New,2024-07-19
C00995,South,Returning,2024-08-27
C00996,West,Returning,2024-10-11
C00997,Northeast,New,2024-04-01
C00998,South,New,2024-10-18
C00999,Northeast,New,2024-09-22
C01000,West,Returning,2024-08-04
C01001,West,New,2024-04-16
C01002,South,New,2024-05-12
C01003,South,New,2024-09-11
C01004,West,Loyalty,2024-07-15
C01005,South,Loyalty,2024-06-02
C01006,Midwest,Returning,2024-01-08
C01007,South,Returning,2024-06-08
C01008,Midwest,New,2024-05-05
C01009,Northeast,Returning,2024-03-04
C01010,West,New,2024-01-24
C01011,Northeast,Loyalty,2024-05-18
C01012,Northeast,Returning,2024-03-08
C01013,Midwest,New,2024-11-23
C01014,Midwest,New,2024-09-20
C01015,West,Loyalty,2024-08-05
C01016,South,Returning,2024-11-01
C01017,South,Loyalty,2024-10-03
C01018,South,New,2024-05-13
C01019,South,Loyalty,2024-07-13
C01020,Midwest,Loyalty,2024-09-08
C01021,West,Loyalty,2024-11-18
C01022,West,New,2024-12-27
C01023,Northeast,New,2024-04-14
C01024,South,New,2024-06-26
C01025,Midwest,Loyalty,2024-08-03
C01026,Midwest,New,2024-12-02
C01027,Midwest,Loyalty,2024-05-04
C01028,West,New,2024-06-17
C01029,Northeast,New,2024-09-09
C01030,South,Returning,2024-09-05
C01031,West,Loyalty,2024-10-07
C01032,West,Returning,2024-04-02
C01033,Midwest,Loyalty,2024-05-02
C01034,Northeast,Returning,2024-08-26
C01035,West,Returning,2024-06-20
C01036,Midwest,Loyalty,2024-08-19
C01037,West,New,2024-07-15
C01038,South,Loyalty,2024-01-08
C01039,South,New,2024-03-09
C01040,West,Loyalty,2024-06-12
C01041,South,New,2024-11-09
C01042,South,Loyalty,2024-09-02
C01043,West,New,2024-09-02
C01044,Midwest,Returning,2024-02-19
C01045,South,Loyalty,2024-12-13
C01046,West,Loyalty,2024-12-10
C01047,South,New,2024-01-24
C01048,Northeast,New,2024-05-27
C01049,Northeast,New,2024-05-07
C01050,Midwest,Returning,2024-05-04
C01051,South,Returning,2024-11-24
C01052,West,Loyalty,2024-06-05
C01053,Northeast,Returning,2024-09-27
C01054,Northeast,Returning,2024-05-16
C01055,South,New,2024-08-25
C01056,Northeast,New,2024-10-11
C01057,South,Loyalty,2024-04-06
C01058,South,Loyalty,2024-09-20
C01059,Midwest,New,2024-10-17
C01060,Midwest,Loyalty,2024-11-26
C01061,Midwest,Loyalty,2024-04-12
C01062,South,Loyalty,2024-10-02
C01063,South,Loyalty,2024-07-08
C01064,West,Returning,2024-10-15
C01065,West,New,2024-08-06
C01066,Midwest,Loyalty,2024-05-06
C01067,Northeast,New,2024-03-06
C01068,South,Loyalty,2024-02-26
C01069,Northeast,Loyalty,2024-01-25
C01070,Northeast,New,2024-06-21
C01071,Northeast,Loyalty,2024-07-06
C01072,West,Returning,2024-02-11
C01073,Northeast,New,2024-11-27
C01074,Midwest,Loyalty,2024-01-10
C01075,Midwest,Loyalty,2024-01-18
C01076,Northeast,Returning,2024-07-18
C01077,West,New,2024-07-24
C01078,Midwest,New,2024-02-21
C01079,Northeast,New,2024-07-04
C01080,Midwest,Loyalty,2024-05-09
C01081,West,New,2024-03-15
C01082,South,New,2024-09-05
C01083,South,Loyalty,2024-06-25
C01084,Northeast,Returning,2024-06-19
C01085,Midwest,Loyalty,2024-02-06
C01086,Northeast,Returning,2024-06-24
C01087,South,Loyalty,2024-03-12
C01088,Midwest,New,2024-10-15
C01089,Northeast,Loyalty,2024-02-04
C01090,Northeast,Loyalty,2024-11-27
C01091,South,Returning,2024-03-01
C01092,Northeast,Loyalty,2024-05-15
C01093,West,New,2024-07-10
C01094,Northeast,Returning,2024-11-27
C01095,Midwest,Returning,2024-11-05
C01096,West,Loyalty,2024-03-05
C01097,South,Returning,2024-06-14
C01098,Northeast,Returning,2024-07-05
C01099,West,Returning,2024-07-18
C01100,Northeast,Loyalty,2024-11-02
C01101,Midwest,Loyalty,2024-07-21
C01102,Midwest,Returning,2024-06-10
C01103,Midwest,Returning,2024-04-12
C01104,South,Loyalty,2024-10-12
C01105,Northeast,Loyalty,2024-02-02
C01106,West,New,2024-11-04
C01107,West,Returning,2024-06-04
C01108,West,New,2024-09-12
C01109,Midwest,Loyalty,2024-11-19
C01110,Midwest,Loyalty,2024-04-12
C01111,Midwest,Returning,2024-09-26
C01112,West,Loyalty,2024-05-01
C01113,West,New,2024-12-26
C01114,West,New,2024-02-11
C01115,West,New,2024-12-13
C01116,Midwest,New,2024-07-26
C01117,Northeast,Returning,2024-09-07
C01118,South,Returning,2024-05-16
C01119,Midwest,Loyalty,2024-05-20
C01120,Northeast,New,2024-05-14
C01121,West,Loyalty,2024-01-02
C01122,South,Returning,2024-02-10
C01123,West,Loyalty,2024-05-23
C01124,Midwest,Returning,2024-08-14
C01125,West,New,2024-12-20
C01126,West,Loyalty,2024-04-26
C01127,Midwest,Returning,2024-05-04
C01128,West,Returning,2024-03-26
C01129,South,Returning,2024-02-12
C01130,Midwest,New,2024-04-22
C01131,Northeast,Returning,2024-12-03
C01132,South,New,2024-01-05
C01133,Midwest,New,2024-03-01
C01134,South,Returning,2024-04-16
C01135,Northeast,New,2024-01-11
C01136,Midwest,Returning,2024-12-25
C01137,West,Loyalty,2024-05-18
C01138,Midwest,New,2024-11-27
C01139,Northeast,Loyalty,2024-08-22
C01140,Midwest,Loyalty,2024-06-08
C01141,West,Loyalty,2024-05-21
C01142,South,New,2024-09-03
C01143,Northeast,New,2024-01-25
C01144,Midwest,New,2024-08-27
C01145,Midwest,Returning,2024-12-11
C01146,West,Returning,2024-01-21
C01147,Midwest,Loyalty,2024-11-24
C01148,South,Returning,2024-07-09
C01149,South,Returning,2024-11-11
C01150,Midwest,New,2024-01-16
C01151,South,New,2024-04-24
C01152,South,Loyalty,2024-04-13
C01153,Northeast,Returning,2024-10-05
C01154,Northeast,New,2024-02-07
C01155,West,Returning,2024-06-10
C01156,South,New,2024-05-16
C01157,South,Loyalty,2024-09-23
C01158,Midwest,Returning,2024-01-16
C01159,Midwest,Returning,2024-05-18
C01160,Northeast,New,2024-05-25
C01161,Northeast,Returning,2024-05-09
C01162,West,Loyalty,2024-05-13
C01163,Midwest,Returning,2024-06-02
C01164,Midwest,New,2024-11-19
C01165,Midwest,New,2024-12-05
C01166,Midwest,Returning,2024-12-13
C01167,Midwest,Loyalty,2024-01-15
C01168,Midwest,Loyalty,2024-03-18
C01169,South,Returning,2024-04-26
C01170,Northeast,New,2024-07-11
C01171,South,New,2024-08-22
C01172,West,Loyalty,2024-12-10
C01173,South,Loyalty,2024-08-06
C01174,West,Returning,2024-12-19
C01175,Midwest,New,2024-05-25
C01176,Midwest,New,2024-05-14
C01177,Midwest,Returning,2024-03-23
C01178,West,Loyalty,2024-05-26
C01179,Northeast,Returning,2024-07-26
C01180,Northeast,New,2024-08-15
C01181,Midwest,Loyalty,2024-11-15
C01182,West,Loyalty,2024-02-18
C01183,Northeast,New,2024-03-03
C01184,Midwest,Returning,2024-09-02
C01185,South,New,2024-08-18
C01186,Northeast,Returning,2024-12-17
C01187,West,Loyalty,2024-05-26
C01188,West,Loyalty,2024-06-12
C01189,South,New,2024-04-14
C01190,South,Loyalty,2024-08-13
C01191,West,New,2024-09-08
C01192,West,Loyalty,2024-04-22
C01193,South,New,2024-01-01
C01194,West,New,2024-01-19
C01195,Northeast,Loyalty,2024-04-05
C01196,Northeast,Loyalty,2024-04-18
C01197,West,Returning,2024-03-05
C01198,Northeast,New,2024-04-23
C01199,West,Loyalty,2024-12-26
C01200,South,Loyalty,2024-05-24
