order_id,order_date,order_month,customer_id,category_id,region,channel,units,revenue,cost,profit,margin_rate,discount_rate,fulfillment_days
O001584,2024-03-15,2024-03,C00117,CAT001,South,Online,2,624.71,455.94,168.77,0.2702,0.001,8
O001585,2024-03-11,2024-03,C00688,CAT002,West,Marketplace,2,261.85,177.7,84.15,0.3214,0.23,3
O001586,2024-03-15,2024-03,C01048,CAT001,Northeast,Online,1,234.32,175.24,59.08,0.2521,0.001,1
O001587,2024-03-06,2024-03,C00238,CAT003,Northeast,Marketplace,1,167.98,100.85,67.13,0.3996,0.206,2
O001588,2024-03-27,2024-03,C00776,CAT001,Northeast,Online,3,611.04,443.57,167.47,0.2741,0.136,3
O001589,2024-03-11,2024-03,C00204,CAT002,South,Retail Store,3,344.33,225.49,118.84,0.3451,0.144,2
O001590,2024-03-08,2024-03,C00616,CAT003,South,Marketplace,4,641.15,396.82,244.33,0.3811,0.13,1
O001591,2024-03-19,2024-03,C00451,CAT002,Northeast,Online,1,138.96,89.55,49.41,0.3556,0.042,3
O001592,2024-03-09,2024-03,C00627,CAT001,West,Online,1,280.75,206.68,74.07,0.2638,0.083,6
O001593,2024-03-15,2024-03,C00585,CAT005,Midwest,Marketplace,3,279.68,191.17,88.51,0.3165,0.228,1
O001594,2024-03-24,2024-03,C00428,CAT001,Northeast,Online,3,610.43,455.61,154.82,0.2536,0.115,2
O001595,2024-03-27,2024-03,C00166,CAT005,South,Marketplace,3,309.15,207.03,102.12,0.3303,0.164,4
O001596,2024-03-05,2024-03,C00960,CAT003,Northeast,Retail Store,2,295.16,173.57,121.59,0.4119,0.105,4
O001597,2024-03-03,2024-03,C00714,CAT002,South,Marketplace,4,490.84,320.88,169.96,0.3463,0.188,1
O001598,2024-03-27,2024-03,C00640,CAT004,Northeast,Marketplace,1,97.93,64.29,33.64,0.3435,0.145,5
O001599,2024-03-03,2024-03,C00966,CAT003,South,Online,3,582.18,345.96,236.22,0.4058,0.088,5
O001600,2024-03-15,2024-03,C00509,CAT001,Northeast,Online,2,565.85,418,147.85,0.2613,0.026,1
O001601,2024-03-25,2024-03,C00506,CAT003,Northeast,Retail Store,3,550.93,341.24,209.69,0.3806,0.023,3
O001602,2024-03-16,2024-03,C01042,CAT004,South,Marketplace,4,359.71,229.5,130.21,0.362,0.224,1
O001603,2024-03-15,2024-03,C01084,CAT003,Northeast,Marketplace,3,502.6,304.43,198.17,0.3943,0.19,2
O001604,2024-03-20,2024-03,C00523,CAT001,Midwest,Online,4,1237.93,926.05,311.88,0.2519,0.005,3
O001605,2024-03-16,2024-03,C01047,CAT005,South,Retail Store,2,188.65,129.18,59.47,0.3152,0.101,4
O001606,2024-03-11,2024-03,C00340,CAT003,Northeast,Retail Store,2,345.29,213.26,132.03,0.3824,0.12,4
O001607,2024-03-22,2024-03,C00664,CAT001,Northeast,Online,1,242.94,181.16,61.78,0.2543,0.117,4
O001608,2024-03-09,2024-03,C00780,CAT001,West,Retail Store,1,233.26,176.88,56.38,0.2417,0.017,5
O001609,2024-03-06,2024-03,C00933,CAT005,Northeast,Online,4,509.43,348.7,160.73,0.3155,0.021,1
O001610,2024-03-04,2024-03,C01116,CAT005,Midwest,Marketplace,3,280.64,187.26,93.38,0.3327,0.224,2
O001611,2024-03-27,2024-03,C00287,CAT005,West,Retail Store,1,113.76,79.84,33.92,0.2982,0.024,4
O001612,2024-03-17,2024-03,C00184,CAT004,Northeast,Online,4,319.01,210.07,108.94,0.3415,0.131,4
O001613,2024-03-08,2024-03,C00912,CAT001,Midwest,Retail Store,1,286.88,204.51,82.37,0.2871,0.042,1
O001614,2024-03-22,2024-03,C00074,CAT003,Northeast,Retail Store,2,394.95,230.16,164.79,0.4172,0.05,2
O001615,2024-03-11,2024-03,C00048,CAT005,Midwest,Online,3,319.88,223.91,95.97,0.3,0.015,7
O001616,2024-03-10,2024-03,C00938,CAT001,Northeast,Online,4,899.54,644.6,254.94,0.2834,0.124,3
O001617,2024-03-09,2024-03,C00188,CAT003,Midwest,Online,2,383.63,235.08,148.55,0.3872,0.018,7
O001618,2024-03-12,2024-03,C00791,CAT003,Midwest,Marketplace,2,285.72,173.99,111.73,0.391,0.223,5
O001619,2024-03-15,2024-03,C01085,CAT001,Midwest,Retail Store,4,993,748.18,244.82,0.2465,0.137,5
O001620,2024-03-24,2024-03,C00444,CAT001,Midwest,Retail Store,2,442.87,319.17,123.7,0.2793,0.051,4
O001621,2024-03-08,2024-03,C00706,CAT004,West,Marketplace,1,82.5,52.46,30.04,0.3641,0.173,2
O001622,2024-03-09,2024-03,C00677,CAT001,South,Retail Store,4,994,712.88,281.12,0.2828,0.145,2
O001623,2024-03-08,2024-03,C00853,CAT003,West,Marketplace,3,519.69,301.72,217.97,0.4194,0.147,1
O001624,2024-03-21,2024-03,C00047,CAT003,West,Online,3,430.75,254.62,176.13,0.4089,0.095,1
O001625,2024-03-17,2024-03,C01048,CAT005,Northeast,Online,1,137.25,95.2,42.05,0.3064,0.021,7
O001626,2024-03-22,2024-03,C00051,CAT002,West,Marketplace,3,369.39,243.54,125.85,0.3407,0.218,2
O001627,2024-03-24,2024-03,C00525,CAT005,West,Marketplace,2,162.27,108.32,53.95,0.3325,0.226,1
O001628,2024-03-02,2024-03,C01117,CAT005,Northeast,Marketplace,2,214.04,147.02,67.02,0.3131,0.186,4
O001629,2024-03-02,2024-03,C00376,CAT004,South,Marketplace,2,168.39,109.59,58.8,0.3492,0.211,4
O001630,2024-03-05,2024-03,C01083,CAT002,South,Retail Store,2,216.96,145.79,71.17,0.328,0.126,1
O001631,2024-03-26,2024-03,C01190,CAT003,South,Marketplace,4,528.82,329.8,199.02,0.3763,0.162,5
O001632,2024-03-16,2024-03,C01185,CAT001,South,Online,3,726.48,517.66,208.82,0.2874,0.025,4
O001633,2024-04-19,2024-04,C01075,CAT001,Midwest,Online,3,828.17,610.24,217.93,0.2631,0.017,6
O001634,2024-04-15,2024-04,C00643,CAT003,Northeast,Retail Store,2,361.34,217.37,143.97,0.3984,0.157,2
O001635,2024-04-13,2024-04,C00197,CAT003,South,Online,4,628.19,366.8,261.39,0.4161,0.104,5
O001636,2024-04-24,2024-04,C00246,CAT002,South,Marketplace,2,274.79,184.02,90.77,0.3303,0.229,2
O001637,2024-04-16,2024-04,C00538,CAT005,Northeast,Retail Store,4,446.07,305.92,140.15,0.3142,0.001,1
O001638,2024-04-14,2024-04,C00585,CAT003,Midwest,Marketplace,1,158.28,97.51,60.77,0.3839,0.223,5
O001639,2024-04-13,2024-04,C00117,CAT001,South,Retail Store,2,502.9,374,128.9,0.2563,0.108,4
O001640,2024-04-06,2024-04,C00235,CAT001,Northeast,Online,2,460.15,348.31,111.84,0.2431,0.134,2
O001641,2024-04-02,2024-04,C00680,CAT001,Midwest,Retail Store,3,876.3,625.56,250.74,0.2861,0.066,2
O001642,2024-04-07,2024-04,C00678,CAT003,West,Marketplace,4,548.52,324.62,223.9,0.4082,0.229,1
O001643,2024-04-14,2024-04,C00363,CAT002,Northeast,Marketplace,1,130.3,86.86,43.44,0.3334,0.181,1
O001644,2024-04-18,2024-04,C01019,CAT002,South,Online,1,154.02,105.87,48.15,0.3126,0.009,2
O001645,2024-04-23,2024-04,C00245,CAT005,Midwest,Marketplace,1,95.27,65.23,30.04,0.3153,0.138,3
O001646,2024-04-23,2024-04,C01032,CAT002,West,Online,4,656.2,420.64,235.56,0.359,0.03,2
O001647,2024-04-20,2024-04,C00541,CAT004,West,Online,2,201.95,134.44,67.51,0.3343,0.053,8
O001648,2024-04-26,2024-04,C00167,CAT002,South,Retail Store,4,508.95,330.27,178.68,0.3511,0.134,1
O001649,2024-04-08,2024-04,C00745,CAT002,Midwest,Retail Store,2,307.04,205.08,101.96,0.3321,0.004,5
O001650,2024-04-13,2024-04,C00957,CAT003,Northeast,Online,4,637.08,386.26,250.82,0.3937,0,5
O001651,2024-04-22,2024-04,C00212,CAT004,South,Marketplace,3,217.49,145.07,72.42,0.333,0.139,4
O001652,2024-04-07,2024-04,C00219,CAT001,Northeast,Marketplace,2,379.41,279.83,99.58,0.2625,0.149,2
O001653,2024-04-24,2024-04,C00706,CAT002,West,Retail Store,2,274.89,180.91,93.98,0.3419,0.111,4
O001654,2024-04-27,2024-04,C00315,CAT004,South,Marketplace,2,194.66,123.25,71.41,0.3668,0.138,2
O001655,2024-04-20,2024-04,C00763,CAT002,Northeast,Online,2,280.39,186.83,93.56,0.3337,0.032,8
O001656,2024-04-26,2024-04,C00287,CAT005,West,Marketplace,1,98.38,67.09,31.29,0.3181,0.153,5
O001657,2024-04-06,2024-04,C01174,CAT002,West,Retail Store,3,365.01,246.39,118.62,0.325,0.117,4
O001658,2024-04-24,2024-04,C00185,CAT003,South,Online,1,202.9,123.46,79.44,0.3915,0.004,8
O001659,2024-04-11,2024-04,C00687,CAT002,West,Marketplace,2,213.54,145.33,68.21,0.3194,0.136,1
O001660,2024-04-02,2024-04,C00088,CAT004,West,Online,4,427.04,277.77,149.27,0.3495,0.048,1
O001661,2024-04-11,2024-04,C00092,CAT001,Midwest,Retail Store,3,636.69,477.87,158.82,0.2494,0.061,2
O001662,2024-04-09,2024-04,C00414,CAT001,Northeast,Online,2,504.99,382.74,122.25,0.2421,0.014,1
O001663,2024-04-14,2024-04,C00898,CAT001,West,Online,3,858.37,651.73,206.64,0.2407,0.083,8
O001664,2024-04-12,2024-04,C00894,CAT001,Midwest,Marketplace,4,921.64,662.15,259.49,0.2816,0.194,4
O001665,2024-04-03,2024-04,C00203,CAT001,Midwest,Marketplace,1,243.6,183.99,59.61,0.2447,0.198,3
O001666,2024-04-15,2024-04,C01100,CAT002,Northeast,Marketplace,1,127.97,85.17,42.8,0.3345,0.204,3
O001667,2024-04-18,2024-04,C00075,CAT002,Northeast,Online,1,152.06,100.49,51.57,0.3391,0.09,5
O001668,2024-04-08,2024-04,C01163,CAT002,Midwest,Marketplace,1,104.62,70.96,33.66,0.3217,0.157,2
O001669,2024-04-05,2024-04,C00568,CAT003,Midwest,Marketplace,1,156.68,95.58,61.1,0.39,0.226,3
O001670,2024-04-17,2024-04,C00223,CAT002,South,Online,1,157.31,105.98,51.33,0.3263,0.066,3
O001671,2024-04-27,2024-04,C00668,CAT001,Midwest,Retail Store,2,442.16,327.84,114.32,0.2585,0.077,4
O001672,2024-04-18,2024-04,C00036,CAT001,Midwest,Retail Store,3,812.69,592.89,219.8,0.2705,0.015,4
O001673,2024-04-06,2024-04,C00927,CAT003,Midwest,Marketplace,1,171.57,103.04,68.53,0.3994,0.181,3
O001674,2024-04-21,2024-04,C01081,CAT003,West,Marketplace,2,350.14,215.72,134.42,0.3839,0.167,1
O001675,2024-04-18,2024-04,C00940,CAT003,Northeast,Online,3,523.36,318.55,204.81,0.3913,0.133,2
O001676,2024-04-07,2024-04,C01097,CAT003,South,Marketplace,1,123.02,71.93,51.09,0.4153,0.225,4
O001677,2024-04-02,2024-04,C00419,CAT005,South,Marketplace,3,298.18,202.99,95.19,0.3192,0.182,4
O001678,2024-04-04,2024-04,C00477,CAT001,West,Retail Store,1,280.92,212.09,68.83,0.245,0.005,3
O001679,2024-04-21,2024-04,C00616,CAT003,South,Retail Store,4,563.5,343.05,220.45,0.3912,0.158,2
O001680,2024-04-17,2024-04,C00871,CAT002,West,Retail Store,1,147.82,99.74,48.08,0.3253,0.028,5
O001681,2024-04-15,2024-04,C00255,CAT002,Midwest,Retail Store,2,283.37,189.91,93.46,0.3298,0.148,4
O001682,2024-04-17,2024-04,C00791,CAT001,Midwest,Online,1,218.52,164.99,53.53,0.245,0.049,5
O001683,2024-04-09,2024-04,C00712,CAT005,West,Marketplace,4,421.86,297.52,124.34,0.2947,0.134,1
O001684,2024-04-10,2024-04,C00046,CAT002,Midwest,Retail Store,4,522.69,353.98,168.71,0.3228,0.138,3
O001685,2024-04-21,2024-04,C00352,CAT004,South,Retail Store,3,309.84,202.4,107.44,0.3468,0.003,3
O001686,2024-04-13,2024-04,C00631,CAT004,South,Retail Store,4,360.68,236.92,123.76,0.3431,0.112,5
O001687,2024-04-03,2024-04,C00742,CAT005,South,Online,2,210,146.01,63.99,0.3047,0.115,6
O001688,2024-04-18,2024-04,C01145,CAT005,Midwest,Marketplace,3,267.98,183.13,84.85,0.3166,0.182,1
O001689,2024-04-24,2024-04,C00635,CAT004,South,Marketplace,2,184.2,118.42,65.78,0.3571,0.143,4
O001690,2024-04-23,2024-04,C00015,CAT003,Northeast,Marketplace,4,537.63,325.84,211.79,0.3939,0.197,5
O001691,2024-04-14,2024-04,C01119,CAT005,Midwest,Marketplace,2,189.12,133.9,55.22,0.292,0.131,3
O001692,2024-04-10,2024-04,C01141,CAT002,West,Marketplace,3,366.68,250.35,116.33,0.3173,0.16,3
O001693,2024-04-03,2024-04,C00721,CAT001,Northeast,Retail Store,1,252.93,180.38,72.55,0.2868,0.014,3
O001694,2024-04-19,2024-04,C00305,CAT001,Midwest,Retail Store,3,768.53,568.85,199.68,0.2598,0.07,2
O001695,2024-04-19,2024-04,C00428,CAT005,Northeast,Retail Store,1,117.99,79.42,38.57,0.3269,0.156,5
O001696,2024-04-18,2024-04,C00620,CAT005,Northeast,Retail Store,4,378.04,262.2,115.84,0.3064,0.154,3
O001697,2024-04-11,2024-04,C00589,CAT002,South,Online,3,432.22,285.16,147.06,0.3402,0.128,5
O001698,2024-04-22,2024-04,C00442,CAT003,Northeast,Retail Store,3,535.36,328.78,206.58,0.3859,0.087,4
O001699,2024-04-20,2024-04,C00150,CAT002,Midwest,Marketplace,2,270.76,174.7,96.06,0.3548,0.194,3
O001700,2024-04-05,2024-04,C00416,CAT004,Midwest,Retail Store,2,181.12,116.81,64.31,0.3551,0.089,3
O001701,2024-04-25,2024-04,C00390,CAT003,West,Marketplace,1,162.96,101.49,61.47,0.3772,0.169,2
O001702,2024-04-02,2024-04,C00502,CAT002,South,Online,2,262.4,173.64,88.76,0.3383,0.101,1
O001703,2024-04-12,2024-04,C00561,CAT003,West,Marketplace,1,146.24,87.5,58.74,0.4017,0.159,5
O001704,2024-04-02,2024-04,C00953,CAT004,West,Online,3,228.32,144.4,83.92,0.3676,0.112,8
O001705,2024-04-02,2024-04,C00743,CAT005,Midwest,Online,4,521.98,350.33,171.65,0.3288,0.06,2
O001706,2024-04-20,2024-04,C01004,CAT002,West,Marketplace,1,118.79,78.71,40.08,0.3374,0.203,2
O001707,2024-04-08,2024-04,C00877,CAT004,South,Retail Store,1,89.1,58.99,30.11,0.3379,0.045,1
O001708,2024-04-25,2024-04,C00543,CAT003,South,Marketplace,4,619.9,360.37,259.53,0.4187,0.177,3
O001709,2024-04-26,2024-04,C00912,CAT001,Midwest,Online,3,610.24,458.6,151.64,0.2485,0.118,7
O001710,2024-04-10,2024-04,C00520,CAT005,West,Online,2,256.45,178.27,78.18,0.3049,0.036,1
O001711,2024-04-09,2024-04,C00262,CAT003,Northeast,Marketplace,4,560.38,334.11,226.27,0.4038,0.196,1
O001712,2024-04-01,2024-04,C00171,CAT005,South,Marketplace,1,107.87,74.39,33.48,0.3104,0.191,4
O001713,2024-04-22,2024-04,C00514,CAT002,Northeast,Online,1,128.46,88.38,40.08,0.312,0.119,2
O001714,2024-04-25,2024-04,C00148,CAT005,Northeast,Retail Store,4,468.27,331.4,136.87,0.2923,0.111,3
O001715,2024-04-13,2024-04,C00967,CAT003,West,Online,3,476.4,281.85,194.55,0.4084,0.141,1
O001716,2024-04-01,2024-04,C00093,CAT003,South,Marketplace,4,656.34,409.38,246.96,0.3763,0.14,4
O001717,2024-04-18,2024-04,C00997,CAT005,Northeast,Retail Store,2,215.55,142.86,72.69,0.3372,0.037,5
O001718,2024-04-10,2024-04,C00200,CAT003,West,Retail Store,1,192.51,120.33,72.18,0.3749,0.048,1
O001719,2024-04-01,2024-04,C01012,CAT004,Northeast,Online,2,175.17,112.97,62.2,0.3551,0.04,8
O001720,2024-04-21,2024-04,C00643,CAT004,Northeast,Online,3,272.02,177.68,94.34,0.3468,0.083,3
O001721,2024-04-24,2024-04,C00564,CAT004,Northeast,Online,4,365.57,228.22,137.35,0.3757,0.121,8
O001722,2024-04-06,2024-04,C00741,CAT001,South,Online,3,694.67,508.14,186.53,0.2685,0.158,3
O001723,2024-04-16,2024-04,C00379,CAT001,West,Retail Store,3,717.72,544.33,173.39,0.2416,0.015,1
O001724,2024-04-08,2024-04,C00034,CAT001,West,Online,4,893.34,644.35,248.99,0.2787,0.099,2
O001725,2024-04-22,2024-04,C00347,CAT004,Northeast,Online,2,201.09,130.88,70.21,0.3491,0.076,8
O001726,2024-04-17,2024-04,C01088,CAT001,Midwest,Retail Store,1,241.93,172.92,69.01,0.2852,0.022,3
O001727,2024-04-12,2024-04,C00506,CAT003,Northeast,Retail Store,1,162.01,98.07,63.94,0.3947,0.12,2
O001728,2024-04-11,2024-04,C00914,CAT001,Northeast,Online,3,716.68,533.91,182.77,0.255,0.117,1
O001729,2024-04-22,2024-04,C00128,CAT002,West,Retail Store,3,347.57,228.42,119.15,0.3428,0.15,4
O001730,2024-04-15,2024-04,C00539,CAT003,South,Retail Store,4,745.67,446.05,299.62,0.4018,0.105,5
O001731,2024-04-22,2024-04,C00101,CAT004,Northeast,Retail Store,2,181.4,120.54,60.86,0.3355,0.12,5
O001732,2024-04-01,2024-04,C00669,CAT002,Northeast,Online,1,120.66,80.08,40.58,0.3363,0.15,5
O001733,2024-04-02,2024-04,C00143,CAT003,West,Retail Store,3,567.02,338.73,228.29,0.4026,0.019,4
O001734,2024-04-09,2024-04,C00371,CAT002,South,Retail Store,1,113.82,75.91,37.91,0.3331,0.105,2
O001735,2024-04-14,2024-04,C00812,CAT003,Midwest,Online,2,273.45,170.11,103.34,0.3779,0.095,5
O001736,2024-04-13,2024-04,C00749,CAT003,West,Marketplace,3,450.32,273.22,177.1,0.3933,0.182,2
O001737,2024-04-12,2024-04,C00283,CAT001,Midwest,Marketplace,4,776.48,558.28,218.2,0.281,0.159,1
O001738,2024-04-15,2024-04,C00203,CAT004,Midwest,Online,2,199.11,125.1,74.01,0.3717,0.134,2
O001739,2024-04-18,2024-04,C00347,CAT004,Northeast,Online,2,187.65,116.54,71.11,0.379,0.073,6
O001740,2024-04-27,2024-04,C00502,CAT001,South,Retail Store,3,657.71,498.78,158.93,0.2416,0.092,2
O001741,2024-04-06,2024-04,C00920,CAT001,South,Marketplace,3,726.46,546.34,180.12,0.2479,0.168,1
O001742,2024-04-27,2024-04,C01012,CAT005,Northeast,Marketplace,2,192.81,129.5,63.31,0.3284,0.143,4
O001743,2024-04-06,2024-04,C00265,CAT005,South,Retail Store,1,122.31,81.1,41.21,0.3369,0.089,3
O001744,2024-04-19,2024-04,C00126,CAT001,West,Retail Store,2,617.78,439.11,178.67,0.2892,0.031,5
O001745,2024-04-23,2024-04,C00099,CAT002,Northeast,Online,4,605.82,414.75,191.07,0.3154,0.085,8
O001746,2024-04-03,2024-04,C00259,CAT002,Northeast,Retail Store,2,317.05,212.81,104.24,0.3288,0.083,3
O001747,2024-04-08,2024-04,C00377,CAT001,South,Retail Store,3,920.79,674.55,246.24,0.2674,0.001,4
O001748,2024-04-07,2024-04,C01100,CAT003,Northeast,Online,1,130.13,79.28,50.85,0.3908,0.141,3
O001749,2024-04-14,2024-04,C00425,CAT001,West,Marketplace,2,523.17,393.78,129.39,0.2473,0.132,4
O001750,2024-04-23,2024-04,C00610,CAT003,Midwest,Retail Store,3,561.68,340.64,221.04,0.3935,0.129,4
O001751,2024-04-07,2024-04,C00528,CAT001,Northeast,Retail Store,2,494.96,354.28,140.68,0.2842,0.1,5
O001752,2024-04-24,2024-04,C00923,CAT001,West,Online,3,695.13,506.02,189.11,0.272,0.016,4
O001753,2024-04-17,2024-04,C00281,CAT005,West,Retail Store,1,105.6,72.28,33.32,0.3155,0.069,1
O001754,2024-04-23,2024-04,C00724,CAT001,Northeast,Marketplace,4,758.78,572.84,185.94,0.2451,0.17,1
O001755,2024-04-06,2024-04,C00709,CAT003,South,Retail Store,1,181.99,112.49,69.5,0.3819,0.018,3
O001756,2024-04-09,2024-04,C00252,CAT005,Northeast,Marketplace,1,122.69,86.2,36.49,0.2974,0.162,3
O001757,2024-04-08,2024-04,C00909,CAT001,South,Online,1,232.25,174.37,57.88,0.2492,0.134,4
O001758,2024-04-24,2024-04,C00059,CAT002,Northeast,Retail Store,3,423.01,284.05,138.96,0.3285,0.054,3
O001759,2024-04-25,2024-04,C00967,CAT002,West,Online,2,320.19,206.07,114.12,0.3564,0.069,1
O001760,2024-04-10,2024-04,C00572,CAT005,West,Marketplace,3,315.17,210.83,104.34,0.3311,0.198,1
O001761,2024-04-10,2024-04,C00941,CAT004,Midwest,Marketplace,2,183.41,114.63,68.78,0.375,0.196,1
O001762,2024-04-24,2024-04,C00154,CAT001,South,Online,3,737.45,547.35,190.1,0.2578,0.019,4
O001763,2024-04-15,2024-04,C00785,CAT001,Midwest,Retail Store,4,948.62,697.53,251.09,0.2647,0.06,5
O001764,2024-04-05,2024-04,C00665,CAT004,South,Retail Store,4,307.81,202.92,104.89,0.3408,0.14,1
O001765,2024-04-03,2024-04,C00391,CAT004,Northeast,Retail Store,1,78.3,50.2,28.1,0.3589,0.052,5
O001766,2024-04-22,2024-04,C00263,CAT003,West,Retail Store,1,135.36,78.96,56.4,0.4167,0.139,2
O001767,2024-04-17,2024-04,C00596,CAT004,South,Online,2,225.89,145.16,80.73,0.3574,0.025,8
O001768,2024-04-17,2024-04,C00253,CAT004,South,Retail Store,2,189.25,121.4,67.85,0.3585,0.154,3
O001769,2024-04-14,2024-04,C00869,CAT004,West,Online,3,312.13,208.03,104.1,0.3335,0.109,2
O001770,2024-04-21,2024-04,C00126,CAT004,West,Marketplace,1,80.64,51.33,29.31,0.3635,0.226,5
O001771,2024-04-03,2024-04,C01080,CAT004,Midwest,Marketplace,1,66.69,42.55,24.14,0.362,0.195,2
O001772,2024-04-10,2024-04,C00446,CAT001,Northeast,Marketplace,1,197.9,145.9,52,0.2628,0.157,2
O001773,2024-04-02,2024-04,C00757,CAT001,Midwest,Marketplace,2,494.8,357,137.8,0.2785,0.202,2
O001774,2024-04-20,2024-04,C00506,CAT001,Northeast,Online,3,784.94,563.48,221.46,0.2821,0.057,2
O001775,2024-04-11,2024-04,C00247,CAT005,Northeast,Retail Store,3,350.92,246.89,104.03,0.2964,0.12,3
O001776,2024-04-01,2024-04,C00578,CAT005,Midwest,Online,4,396.96,281.29,115.67,0.2914,0.049,2
O001777,2024-04-14,2024-04,C00751,CAT003,West,Online,3,485.48,298.73,186.75,0.3847,0.035,5
O001778,2024-04-05,2024-04,C00131,CAT003,Midwest,Marketplace,1,120.93,75.47,45.46,0.3759,0.215,3
O001779,2024-04-25,2024-04,C00513,CAT004,Midwest,Retail Store,3,245.05,155.2,89.85,0.3667,0.092,5
O001780,2024-04-02,2024-04,C00441,CAT003,Northeast,Marketplace,4,667.4,405.37,262.03,0.3926,0.147,3
O001781,2024-04-09,2024-04,C01094,CAT005,Northeast,Marketplace,4,481.73,332.29,149.44,0.3102,0.14,4
O001782,2024-04-01,2024-04,C00829,CAT005,West,Online,1,117.57,82.03,35.54,0.3023,0.094,5
O001783,2024-04-15,2024-04,C00089,CAT004,Northeast,Retail Store,1,84.64,55.94,28.7,0.3391,0.138,1
O001784,2024-04-19,2024-04,C00820,CAT004,South,Marketplace,2,174.02,108.51,65.51,0.3765,0.151,1
O001785,2024-04-10,2024-04,C00419,CAT005,South,Online,4,402.98,267.04,135.94,0.3373,0.138,2
O001786,2024-04-09,2024-04,C00800,CAT003,West,Retail Store,1,168.44,102.06,66.38,0.3941,0.013,4
O001787,2024-04-15,2024-04,C00346,CAT004,Midwest,Retail Store,1,98.4,61.88,36.52,0.3711,0.094,2
O001788,2024-04-27,2024-04,C01132,CAT002,South,Online,3,507.69,331.98,175.71,0.3461,0.024,8
O001789,2024-04-16,2024-04,C01033,CAT005,Midwest,Retail Store,2,221.1,154.89,66.21,0.2995,0.133,1
O001790,2024-04-11,2024-04,C00461,CAT002,Northeast,Online,1,132.94,89.21,43.73,0.3289,0.114,1
O001791,2024-04-09,2024-04,C00594,CAT002,Northeast,Online,3,516.33,350.62,165.71,0.3209,0.01,2
O001792,2024-04-21,2024-04,C00536,CAT001,South,Retail Store,3,681.2,494.64,186.56,0.2739,0.018,3
O001793,2024-04-26,2024-04,C01027,CAT003,Midwest,Marketplace,4,516.86,305.29,211.57,0.4093,0.134,3
O001794,2024-04-01,2024-04,C00172,CAT004,Midwest,Online,2,168.23,105.47,62.76,0.3731,0.09,3
O001795,2024-04-16,2024-04,C00084,CAT005,West,Marketplace,1,98.17,67.24,30.93,0.3151,0.203,1
O001796,2024-04-17,2024-04,C01166,CAT005,Midwest,Retail Store,4,501.88,349.45,152.43,0.3037,0.025,5
O001797,2024-04-23,2024-04,C01083,CAT003,South,Online,4,650.62,409.03,241.59,0.3713,0.106,7
O001798,2024-04-22,2024-04,C00791,CAT004,Midwest,Retail Store,1,100.53,63.41,37.12,0.3692,0.043,4
O001799,2024-04-16,2024-04,C00625,CAT002,Northeast,Marketplace,4,528.4,342.7,185.7,0.3514,0.159,3
O001800,2024-04-08,2024-04,C00754,CAT004,South,Retail Store,2,154.78,98.87,55.91,0.3612,0.137,4
O001801,2024-04-08,2024-04,C00092,CAT001,Midwest,Marketplace,4,949.85,678.66,271.19,0.2855,0.131,2
O001802,2024-04-16,2024-04,C00735,CAT004,Midwest,Online,1,95.86,61.52,34.34,0.3582,0.03,3
O001803,2024-04-06,2024-04,C00408,CAT002,South,Retail Store,4,510.86,330.19,180.67,0.3537,0.16,5
O001804,2024-04-18,2024-04,C00546,CAT005,West,Online,4,456.15,317.98,138.17,0.3029,0.122,4
O001805,2024-04-16,2024-04,C00027,CAT003,South,Online,4,544.61,316.06,228.55,0.4197,0.107,4
O001806,2024-04-04,2024-04,C00242,CAT002,Northeast,Online,2,296.51,192.78,103.73,0.3498,0.13,2
O001807,2024-04-02,2024-04,C00579,CAT004,Midwest,Marketplace,4,335.01,222.95,112.06,0.3345,0.226,4
O001808,2024-04-07,2024-04,C00990,CAT005,South,Marketplace,4,344.2,235.13,109.07,0.3169,0.176,1
O001809,2024-04-16,2024-04,C00773,CAT003,West,Online,3,485.86,296.13,189.73,0.3905,0.008,6
O001810,2024-04-11,2024-04,C00233,CAT002,Midwest,Marketplace,2,238.16,164,74.16,0.3114,0.203,4
O001811,2024-04-19,2024-04,C00988,CAT003,West,Marketplace,4,574.99,362.18,212.81,0.3701,0.212,5
O001812,2024-04-23,2024-04,C00213,CAT001,West,Online,3,711.3,511.35,199.95,0.2811,0.073,5
O001813,2024-04-17,2024-04,C00993,CAT004,Midwest,Marketplace,3,197.69,127.93,69.76,0.3529,0.186,5
O001814,2024-04-05,2024-04,C00931,CAT001,Midwest,Online,2,536.45,387.21,149.24,0.2782,0.053,4
O001815,2024-04-14,2024-04,C00859,CAT003,South,Retail Store,2,250.84,147.69,103.15,0.4112,0.159,4
O001816,2024-04-13,2024-04,C00405,CAT005,West,Marketplace,4,505.3,335.48,169.82,0.3361,0.133,5
O001817,2024-04-16,2024-04,C00311,CAT001,South,Online,1,231.39,174.15,57.24,0.2474,0.084,3
O001818,2024-04-14,2024-04,C00209,CAT003,Midwest,Retail Store,3,546.74,329.77,216.97,0.3968,0.1,1
O001819,2024-04-15,2024-04,C00162,CAT004,South,Online,2,141.66,91.63,50.03,0.3532,0.135,3
O001820,2024-04-04,2024-04,C00143,CAT002,West,Marketplace,2,287.3,192.59,94.71,0.3297,0.141,1
O001821,2024-04-27,2024-04,C00310,CAT005,Midwest,Online,3,319.01,217.7,101.31,0.3176,0.14,2
