customer_id,region,segment,signup_date,signup_month
C00594,Northeast,New,2024-10-19,2024-10
C00595,Midwest,New,2024-04-08,2024-04
C00596,South,Returning,2024-08-20,2024-08
C00597,South,Loyalty,2024-09-15,2024-09
C00598,Northeast,New,2024-09-12,2024-09
C00599,West,Loyalty,2024-10-27,2024-10
C00600,Northeast,New,2024-05-10,2024-05
C00601,Midwest,Loyalty,2024-07-11,2024-07
C00602,West,New,2024-08-08,2024-08
C00603,Northeast,New,2024-08-07,2024-08
C00604,Northeast,Loyalty,2024-05-22,2024-05
C00605,South,Returning,2024-11-02,2024-11
C00606,Midwest,Returning,2024-05-01,2024-05
C00607,Midwest,Returning,2024-01-17,2024-01
C00608,West,New,2024-12-19,2024-12
C00609,Midwest,New,2024-02-07,2024-02
C00610,Midwest,Returning,2024-08-25,2024-08
C00611,Midwest,New,2024-08-27,2024-08
C00612,Northeast,Returning,2024-08-06,2024-08
C00613,Midwest,Loyalty,2024-01-15,2024-01
C00614,Midwest,Loyalty,2024-12-01,2024-12
C00615,South,New,2024-06-01,2024-06
C00616,South,Returning,2024-10-15,2024-10
C00617,West,New,2024-10-05,2024-10
C00618,West,New,2024-11-20,2024-11
C00619,South,Returning,2024-04-18,2024-04
C00620,Northeast,New,2024-08-18,2024-08
C00621,Midwest,Loyalty,2024-12-21,2024-12
C00622,Midwest,New,2024-03-15,2024-03
C00623,Midwest,New,2024-10-01,2024-10
C00624,Northeast,Returning,2024-08-03,2024-08
C00625,Northeast,New,2024-04-05,2024-04
C00626,South,Returning,2024-02-21,2024-02
C00627,West,New,2024-06-18,2024-06
C00628,Midwest,New,2024-05-20,2024-05
C00629,West,Returning,2024-01-04,2024-01
C00630,Midwest,Returning,2024-01-11,2024-01
C00631,South,Returning,2024-01-13,2024-01
C00632,South,New,2024-01-17,2024-01
C00633,Midwest,Loyalty,2024-10-18,2024-10
C00634,West,New,2024-01-07,2024-01
C00635,South,New,2024-11-11,2024-11
C00636,Northeast,Loyalty,2024-07-27,2024-07
C00637,South,Loyalty,2024-03-17,2024-03
C00638,West,Returning,2024-05-25,2024-05
C00639,Midwest,Returning,2024-11-20,2024-11
C00640,Northeast,Loyalty,2024-05-27,2024-05
C00641,South,Loyalty,2024-03-04,2024-03
C00642,West,New,2024-04-17,2024-04
C00643,Northeast,Returning,2024-12-05,2024-12
C00644,West,Returning,2024-08-01,2024-08
C00645,South,New,2024-02-23,2024-02
C00646,West,New,2024-07-15,2024-07
C00647,Midwest,Loyalty,2024-08-02,2024-08
C00648,South,New,2024-10-15,2024-10
C00649,South,Returning,2024-11-21,2024-11
C00650,Midwest,New,2024-12-12,2024-12
C00651,Northeast,New,2024-07-23,2024-07
C00652,Midwest,New,2024-04-11,2024-04
C00653,South,New,2024-12-24,2024-12
C00654,Northeast,New,2024-04-19,2024-04
C00655,Midwest,Loyalty,2024-06-16,2024-06
C00656,Northeast,Loyalty,2024-05-01,2024-05
C00657,South,Returning,2024-02-02,2024-02
C00658,South,Loyalty,2024-06-25,2024-06
C00659,South,New,2024-06-19,2024-06
C00660,Midwest,Returning,2024-06-10,2024-06
C00661,Northeast,Loyalty,2024-04-20,2024-04
C00662,Midwest,New,2024-05-22,2024-05
C00663,South,Returning,2024-05-06,2024-05
C00664,Northeast,New,2024-07-27,2024-07
C00665,South,New,2024-02-05,2024-02
C00666,South,New,2024-11-27,2024-11
C00667,South,New,2024-02-10,2024-02
C00668,Midwest,Loyalty,2024-02-23,2024-02
C00669,Northeast,Returning,2024-11-10,2024-11
C00670,Northeast,New,2024-09-16,2024-09
C00671,South,Loyalty,2024-11-08,2024-11
C00672,South,New,2024-05-25,2024-05
C00673,Northeast,Loyalty,2024-02-01,2024-02
C00674,Midwest,New,2024-05-17,2024-05
C00675,Midwest,New,2024-09-17,2024-09
C00676,Northeast,Loyalty,2024-09-23,2024-09
C00677,South,Returning,2024-01-16,2024-01
C00678,West,New,2024-07-17,2024-07
C00679,Midwest,New,2024-12-08,2024-12
C00680,Midwest,New,2024-10-02,2024-10
C00681,West,Loyalty,2024-05-04,2024-05
C00682,Northeast,New,2024-01-19,2024-01
C00683,Northeast,Loyalty,2024-01-18,2024-01
C00684,Midwest,Loyalty,2024-02-08,2024-02
C00685,South,Loyalty,2024-03-10,2024-03
C00686,Midwest,Loyalty,2024-02-08,2024-02
C00687,West,Loyalty,2024-03-02,2024-03
C00688,West,New,2024-05-06,2024-05
C00689,Midwest,Loyalty,2024-07-21,2024-07
C00690,Northeast,Returning,2024-01-25,2024-01
C00691,South,Returning,2024-07-18,2024-07
C00692,Northeast,Returning,2024-10-04,2024-10
C00693,South,New,2024-04-17,2024-04
C00694,Northeast,Loyalty,2024-01-15,2024-01
C00695,South,New,2024-03-22,2024-03
C00696,West,Returning,2024-04-15,2024-04
C00697,West,Loyalty,2024-07-07,2024-07
C00698,Midwest,New,2024-09-17,2024-09
C00699,Northeast,Loyalty,2024-09-18,2024-09
C00700,West,Returning,2024-07-09,2024-07
C00701,Midwest,New,2024-10-19,2024-10
C00702,Midwest,Loyalty,2024-10-13,2024-10
C00703,South,New,2024-09-23,2024-09
C00704,Midwest,Returning,2024-12-25,2024-12
C00705,West,Returning,2024-02-25,2024-02
C00706,West,Returning,2024-08-26,2024-08
C00707,Northeast,Loyalty,2024-11-12,2024-11
C00708,West,Returning,2024-06-01,2024-06
C00709,South,Returning,2024-04-03,2024-04
C00710,West,New,2024-10-08,2024-10
C00711,Northeast,New,2024-04-13,2024-04
C00712,West,New,2024-12-27,2024-12
C00713,West,Loyalty,2024-10-14,2024-10
C00714,South,Returning,2024-08-07,2024-08
C00715,Midwest,Loyalty,2024-04-06,2024-04
C00716,Midwest,New,2024-11-16,2024-11
C00717,Midwest,Returning,2024-12-05,2024-12
C00718,Northeast,Returning,2024-06-06,2024-06
C00719,South,Loyalty,2024-01-26,2024-01
C00720,West,Returning,2024-09-14,2024-09
C00721,Northeast,New,2024-04-14,2024-04
C00722,South,New,2024-10-27,2024-10
C00723,Northeast,New,2024-09-10,2024-09
C00724,Northeast,Returning,2024-07-14,2024-07
C00725,West,Returning,2024-05-14,2024-05
C00726,West,Returning,2024-08-01,2024-08
C00727,Midwest,New,2024-08-25,2024-08
C00728,South,New,2024-06-13,2024-06
C00729,South,Loyalty,2024-04-14,2024-04
C00730,Northeast,Loyalty,2024-05-14,2024-05
C00731,South,Returning,2024-02-03,2024-02
C00732,Midwest,New,2024-03-06,2024-03
C00733,West,Loyalty,2024-04-20,2024-04
C00734,West,Loyalty,2024-06-26,2024-06
C00735,Midwest,Returning,2024-09-12,2024-09
C00736,South,Loyalty,2024-06-16,2024-06
C00737,South,Returning,2024-02-07,2024-02
C00738,Northeast,Returning,2024-04-07,2024-04
C00739,Northeast,Returning,2024-01-01,2024-01
C00740,Midwest,Loyalty,2024-06-02,2024-06
C00741,South,Returning,2024-09-21,2024-09
C00742,South,Loyalty,2024-11-01,2024-11
C00743,Midwest,Returning,2024-08-26,2024-08
C00744,Northeast,New,2024-02-16,2024-02
C00745,Midwest,New,2024-03-18,2024-03
C00746,Midwest,Returning,2024-10-22,2024-10
C00747,Northeast,Loyalty,2024-11-02,2024-11
C00748,West,Loyalty,2024-06-19,2024-06
C00749,West,Returning,2024-07-22,2024-07
C00750,South,New,2024-06-03,2024-06
C00751,West,Returning,2024-11-12,2024-11
C00752,West,Returning,2024-12-14,2024-12
C00753,South,New,2024-08-24,2024-08
C00754,South,Returning,2024-12-19,2024-12
C00755,West,Loyalty,2024-11-20,2024-11
C00756,Northeast,Returning,2024-06-02,2024-06
C00757,Midwest,New,2024-07-09,2024-07
C00758,Northeast,Returning,2024-08-11,2024-08
C00759,Northeast,New,2024-04-04,2024-04
C00760,South,Returning,2024-06-02,2024-06
C00761,Northeast,New,2024-05-10,2024-05
C00762,Northeast,Returning,2024-09-20,2024-09
C00763,Northeast,Returning,2024-01-01,2024-01
C00764,Northeast,Loyalty,2024-09-21,2024-09
C00765,West,Loyalty,2024-10-10,2024-10
C00766,West,Returning,2024-01-20,2024-01
C00767,West,New,2024-09-22,2024-09
C00768,West,New,2024-10-22,2024-10
C00769,West,New,2024-12-21,2024-12
C00770,West,Loyalty,2024-10-06,2024-10
C00771,Midwest,Returning,2024-12-14,2024-12
C00772,Midwest,Returning,2024-10-06,2024-10
C00773,West,Returning,2024-09-04,2024-09
C00774,Midwest,Loyalty,2024-09-24,2024-09
C00775,Northeast,Loyalty,2024-11-24,2024-11
C00776,Northeast,New,2024-02-23,2024-02
C00777,Midwest,Loyalty,2024-08-12,2024-08
C00778,South,New,2024-04-21,2024-04
C00779,Midwest,New,2024-04-20,2024-04
C00780,West,Returning,2024-08-12,2024-08
C00781,South,Returning,2024-08-25,2024-08
C00782,West,New,2024-03-05,2024-03
C00783,South,New,2024-08-05,2024-08
C00784,West,Loyalty,2024-02-17,2024-02
C00785,Midwest,Returning,2024-12-27,2024-12
C00786,Midwest,Returning,2024-03-26,2024-03
C00787,South,Loyalty,2024-11-25,2024-11
C00788,West,Returning,2024-05-20,2024-05
C00789,West,New,2024-05-24,2024-05
C00790,South,Loyalty,2024-01-25,2024-01
C00791,Midwest,Returning,2024-02-08,2024-02
C00792,West,Loyalty,2024-08-11,2024-08
C00793,West,Returning,2024-11-20,2024-11
C00794,West,Returning,2024-04-20,2024-04
C00795,Midwest,Loyalty,2024-02-25,2024-02
C00796,South,Loyalty,2024-09-23,2024-09
C00797,Northeast,New,2024-01-10,2024-01
C00798,West,Loyalty,2024-09-15,2024-09
C00799,Midwest,New,2024-03-23,2024-03
C00800,West,Returning,2024-04-15,2024-04
C00801,South,New,2024-06-22,2024-06
C00802,West,Returning,2024-05-09,2024-05
C00803,Midwest,Returning,2024-04-25,2024-04
C00804,Northeast,New,2024-09-15,2024-09
C00805,Northeast,Returning,2024-09-10,2024-09
C00806,Midwest,Returning,2024-03-24,2024-03
C00807,Midwest,Loyalty,2024-04-13,2024-04
C00808,South,Returning,2024-01-23,2024-01
C00809,West,Loyalty,2024-12-17,2024-12
C00810,South,New,2024-02-07,2024-02
C00811,South,Returning,2024-02-01,2024-02
C00812,Midwest,New,2024-04-22,2024-04
C00813,Northeast,Returning,2024-05-13,2024-05
C00814,Midwest,Loyalty,2024-03-10,2024-03
C00815,South,Returning,2024-09-25,2024-09
C00816,South,Returning,2024-10-07,2024-10
C00817,Midwest,Returning,2024-10-11,2024-10
C00818,South,New,2024-12-22,2024-12
C00819,South,Loyalty,2024-10-20,2024-10
C00820,South,Returning,2024-03-06,2024-03
C00821,South,New,2024-03-08,2024-03
C00822,Midwest,New,2024-11-15,2024-11
C00823,Midwest,Loyalty,2024-07-08,2024-07
C00824,Midwest,Returning,2024-08-14,2024-08
C00825,Midwest,Loyalty,2024-11-26,2024-11
C00826,South,Returning,2024-04-11,2024-04
C00827,Midwest,Returning,2024-09-09,2024-09
C00828,Northeast,New,2024-11-12,2024-11
C00829,West,New,2024-08-16,2024-08
C00830,West,Loyalty,2024-12-26,2024-12
C00831,West,Loyalty,2024-06-11,2024-06
C00832,West,Loyalty,2024-07-02,2024-07
C00833,Midwest,Loyalty,2024-12-03,2024-12
C00834,Northeast,New,2024-03-05,2024-03
C00835,Northeast,Returning,2024-09-05,2024-09
C00836,Midwest,Loyalty,2024-02-14,2024-02
C00837,South,New,2024-04-26,2024-04
C00838,Midwest,New,2024-02-13,2024-02
C00839,Northeast,Returning,2024-05-03,2024-05
C00840,Midwest,Returning,2024-10-24,2024-10
C00841,West,New,2024-07-15,2024-07
C00842,West,Returning,2024-02-03,2024-02
C00843,South,Returning,2024-07-04,2024-07
C00844,Midwest,Returning,2024-09-03,2024-09
C00845,Northeast,Loyalty,2024-03-16,2024-03
C00846,Northeast,Loyalty,2024-07-08,2024-07
C00847,South,Loyalty,2024-01-07,2024-01
C00848,Northeast,Loyalty,2024-05-18,2024-05
C00849,West,New,2024-10-26,2024-10
C00850,West,Returning,2024-05-17,2024-05
C00851,South,Returning,2024-08-25,2024-08
C00852,South,New,2024-01-19,2024-01
C00853,West,Returning,2024-07-19,2024-07
C00854,Northeast,Loyalty,2024-05-05,2024-05
C00855,Northeast,Loyalty,2024-02-27,2024-02
C00856,Midwest,New,2024-01-11,2024-01
C00857,West,Returning,2024-09-05,2024-09
C00858,Midwest,Returning,2024-11-15,2024-11
C00859,South,Loyalty,2024-02-07,2024-02
C00860,West,Returning,2024-12-01,2024-12
C00861,Midwest,Returning,2024-08-23,2024-08
C00862,West,Returning,2024-05-25,2024-05
C00863,Northeast,Loyalty,2024-03-08,2024-03
C00864,South,New,2024-08-17,2024-08
C00865,Midwest,Returning,2024-05-03,2024-05
C00866,West,New,2024-02-08,2024-02
C00867,West,Loyalty,2024-12-14,2024-12
C00868,West,Returning,2024-10-23,2024-10
C00869,West,Loyalty,2024-01-10,2024-01
C00870,South,Loyalty,2024-10-04,2024-10
C00871,West,Loyalty,2024-06-17,2024-06
C00872,Midwest,Loyalty,2024-12-01,2024-12
C00873,West,New,2024-02-18,2024-02
C00874,South,Loyalty,2024-07-11,2024-07
C00875,West,Loyalty,2024-03-20,2024-03
C00876,West,Returning,2024-10-21,2024-10
C00877,South,Returning,2024-01-09,2024-01
C00878,Northeast,New,2024-11-22,2024-11
C00879,South,New,2024-03-22,2024-03
C00880,South,Returning,2024-01-23,2024-01
C00881,South,New,2024-10-26,2024-10
C00882,Midwest,Loyalty,2024-08-07,2024-08
C00883,South,Loyalty,2024-10-10,2024-10
C00884,Midwest,New,2024-05-22,2024-05
C00885,South,Returning,2024-03-05,2024-03
C00886,West,Returning,2024-04-08,2024-04
C00887,West,New,2024-08-12,2024-08
C00888,West,Loyalty,2024-02-17,2024-02
C00889,Northeast,New,2024-02-22,2024-02
C00890,Midwest,New,2024-11-04,2024-11
C00891,Northeast,New,2024-06-12,2024-06
C00892,South,New,2024-07-19,2024-07
C00893,West,Returning,2024-10-02,2024-10
C00894,Midwest,Returning,2024-04-15,2024-04
C00895,South,Loyalty,2024-10-14,2024-10
C00896,Midwest,New,2024-06-06,2024-06
C00897,South,Returning,2024-05-25,2024-05
C00898,West,New,2024-08-13,2024-08
C00899,Midwest,New,2024-04-12,2024-04
C00900,West,Loyalty,2024-05-13,2024-05
C00901,Northeast,Loyalty,2024-01-13,2024-01
C00902,West,New,2024-09-23,2024-09
C00903,West,New,2024-04-27,2024-04
C00904,Northeast,New,2024-12-16,2024-12
C00905,Northeast,New,2024-07-14,2024-07
C00906,Midwest,Loyalty,2024-07-12,2024-07
C00907,South,Loyalty,2024-06-26,2024-06
C00908,South,New,2024-12-12,2024-12
C00909,South,Loyalty,2024-08-03,2024-08
C00910,South,Returning,2024-05-02,2024-05
C00911,South,Loyalty,2024-10-27,2024-10
C00912,Midwest,New,2024-08-23,2024-08
C00913,Northeast,New,2024-06-11,2024-06
C00914,Northeast,Loyalty,2024-08-25,2024-08
C00915,West,Loyalty,2024-03-24,2024-03
C00916,West,New,2024-01-02,2024-01
C00917,Midwest,Returning,2024-09-11,2024-09
C00918,South,Loyalty,2024-08-05,2024-08
C00919,Northeast,Loyalty,2024-02-01,2024-02
C00920,South,Loyalty,2024-04-12,2024-04
C00921,Northeast,New,2024-06-06,2024-06
C00922,West,New,2024-12-22,2024-12
C00923,West,Loyalty,2024-10-13,2024-10
C00924,West,Loyalty,2024-08-25,2024-08
C00925,South,Returning,2024-02-08,2024-02
C00926,West,New,2024-06-16,2024-06
C00927,Midwest,New,2024-04-20,2024-04
C00928,South,New,2024-12-16,2024-12
C00929,West,Returning,2024-01-13,2024-01
C00930,Midwest,Returning,2024-08-12,2024-08
C00931,Midwest,New,2024-01-08,2024-01
C00932,Midwest,Returning,2024-06-25,2024-06
C00933,Northeast,New,2024-02-10,2024-02
C00934,South,Loyalty,2024-11-15,2024-11
C00935,West,New,2024-09-03,2024-09
C00936,Northeast,Loyalty,2024-04-20,2024-04
C00937,Midwest,Returning,2024-08-16,2024-08
C00938,Northeast,Returning,2024-04-25,2024-04
C00939,South,Loyalty,2024-12-06,2024-12
C00940,Northeast,Returning,2024-07-22,2024-07
C00941,Midwest,New,2024-07-15,2024-07
C00942,Midwest,New,2024-07-03,2024-07
C00943,Northeast,Returning,2024-07-09,2024-07
C00944,Midwest,Returning,2024-11-14,2024-11
C00945,Midwest,Returning,2024-04-23,2024-04
C00946,West,Loyalty,2024-08-05,2024-08
C00947,Midwest,Loyalty,2024-08-23,2024-08
C00948,West,New,2024-11-15,2024-11
C00949,South,Returning,2024-10-21,2024-10
C00950,Midwest,Returning,2024-03-16,2024-03
C00951,Midwest,New,2024-11-20,2024-11
C00952,South,Returning,2024-03-10,2024-03
C00953,West,Loyalty,2024-01-08,2024-01
C00954,Northeast,Loyalty,2024-04-02,2024-04
C00955,South,New,2024-09-17,2024-09
C00956,Northeast,Loyalty,2024-09-08,2024-09
C00957,Northeast,New,2024-02-14,2024-02
C00958,Midwest,Returning,2024-09-03,2024-09
C00959,Northeast,Returning,2024-04-23,2024-04
C00960,Northeast,Loyalty,2024-10-01,2024-10
C00961,Midwest,New,2024-06-02,2024-06
C00962,Northeast,New,2024-05-19,2024-05
C00963,West,Returning,2024-08-16,2024-08
C00964,South,Loyalty,2024-12-14,2024-12
C00965,West,Loyalty,2024-02-02,2024-02
C00966,South,Loyalty,2024-09-21,2024-09
C00967,West,Returning,2024-04-01,2024-04
C00968,Midwest,New,2024-11-16,2024-11
C00969,West,Loyalty,2024-04-18,2024-04
C00970,Northeast,New,2024-12-23,2024-12
C00971,West,New,2024-05-18,2024-05
C00972,Northeast,Loyalty,2024-11-17,2024-11
C00973,Northeast,New,2024-03-10,2024-03
C00974,South,Returning,2024-07-23,2024-07
C00975,Midwest,Loyalty,2024-09-02,2024-09
C00976,Northeast,New,2024-11-19,2024-11
C00977,Midwest,Loyalty,2024-03-12,2024-03
C00978,West,Returning,2024-01-21,2024-01
C00979,West,Returning,2024-01-01,2024-01
C00980,South,Returning,2024-05-12,2024-05
C00981,West,New,2024-09-18,2024-09
C00982,West,New,2024-03-14,2024-03
C00983,Northeast,Loyalty,2024-08-04,2024-08
C00984,Midwest,Returning,2024-12-14,2024-12
C00985,Northeast,Returning,2024-10-16,2024-10
C00986,South,Loyalty,2024-08-27,2024-08
C00987,Northeast,Returning,2024-07-07,2024-07
C00988,West,New,2024-12-15,2024-12
C00989,Midwest,New,2024-10-26,2024-10
C00990,South,Loyalty,2024-09-11,2024-09
C00991,South,Loyalty,2024-10-19,2024-10
C00992,West,New,2024-07-09,2024-07
C00993,Midwest,New,2024-01-16,2024-01
C00994,South,New,2024-07-19,2024-07
C00995,South,Returning,2024-08-27,2024-08
C00996,West,Returning,2024-10-11,2024-10
C00997,Northeast,New,2024-04-01,2024-04
C00998,South,New,2024-10-18,2024-10
C00999,Northeast,New,2024-09-22,2024-09
C01000,West,Returning,2024-08-04,2024-08
C01001,West,New,2024-04-16,2024-04
C01002,South,New,2024-05-12,2024-05
C01003,South,New,2024-09-11,2024-09
C01004,West,Loyalty,2024-07-15,2024-07
C01005,South,Loyalty,2024-06-02,2024-06
C01006,Midwest,Returning,2024-01-08,2024-01
C01007,South,Returning,2024-06-08,2024-06
C01008,Midwest,New,2024-05-05,2024-05
C01009,Northeast,Returning,2024-03-04,2024-03
C01010,West,New,2024-01-24,2024-01
C01011,Northeast,Loyalty,2024-05-18,2024-05
C01012,Northeast,Returning,2024-03-08,2024-03
C01013,Midwest,New,2024-11-23,2024-11
C01014,Midwest,New,2024-09-20,2024-09
C01015,West,Loyalty,2024-08-05,2024-08
C01016,South,Returning,2024-11-01,2024-11
C01017,South,Loyalty,2024-10-03,2024-10
C01018,South,New,2024-05-13,2024-05
C01019,South,Loyalty,2024-07-13,2024-07
C01020,Midwest,Loyalty,2024-09-08,2024-09
C01021,West,Loyalty,2024-11-18,2024-11
C01022,West,New,2024-12-27,2024-12
C01023,Northeast,New,2024-04-14,2024-04
C01024,South,New,2024-06-26,2024-06
C01025,Midwest,Loyalty,2024-08-03,2024-08
C01026,Midwest,New,2024-12-02,2024-12
C01027,Midwest,Loyalty,2024-05-04,2024-05
C01028,West,New,2024-06-17,2024-06
C01029,Northeast,New,2024-09-09,2024-09
C01030,South,Returning,2024-09-05,2024-09
C01031,West,Loyalty,2024-10-07,2024-10
C01032,West,Returning,2024-04-02,2024-04
C01033,Midwest,Loyalty,2024-05-02,2024-05
C01034,Northeast,Returning,2024-08-26,2024-08
C01035,West,Returning,2024-06-20,2024-06
C01036,Midwest,Loyalty,2024-08-19,2024-08
C01037,West,New,2024-07-15,2024-07
C01038,South,Loyalty,2024-01-08,2024-01
C01039,South,New,2024-03-09,2024-03
C01040,West,Loyalty,2024-06-12,2024-06
C01041,South,New,2024-11-09,2024-11
C01042,South,Loyalty,2024-09-02,2024-09
C01043,West,New,2024-09-02,2024-09
C01044,Midwest,Returning,2024-02-19,2024-02
C01045,South,Loyalty,2024-12-13,2024-12
C01046,West,Loyalty,2024-12-10,2024-12
C01047,South,New,2024-01-24,2024-01
C01048,Northeast,New,2024-05-27,2024-05
C01049,Northeast,New,2024-05-07,2024-05
C01050,Midwest,Returning,2024-05-04,2024-05
C01051,South,Returning,2024-11-24,2024-11
C01052,West,Loyalty,2024-06-05,2024-06
C01053,Northeast,Returning,2024-09-27,2024-09
C01054,Northeast,Returning,2024-05-16,2024-05
C01055,South,New,2024-08-25,2024-08
C01056,Northeast,New,2024-10-11,2024-10
C01057,South,Loyalty,2024-04-06,2024-04
C01058,South,Loyalty,2024-09-20,2024-09
C01059,Midwest,New,2024-10-17,2024-10
C01060,Midwest,Loyalty,2024-11-26,2024-11
C01061,Midwest,Loyalty,2024-04-12,2024-04
C01062,South,Loyalty,2024-10-02,2024-10
C01063,South,Loyalty,2024-07-08,2024-07
C01064,West,Returning,2024-10-15,2024-10
C01065,West,New,2024-08-06,2024-08
C01066,Midwest,Loyalty,2024-05-06,2024-05
C01067,Northeast,New,2024-03-06,2024-03
C01068,South,Loyalty,2024-02-26,2024-02
C01069,Northeast,Loyalty,2024-01-25,2024-01
C01070,Northeast,New,2024-06-21,2024-06
C01071,Northeast,Loyalty,2024-07-06,2024-07
C01072,West,Returning,2024-02-11,2024-02
C01073,Northeast,New,2024-11-27,2024-11
C01074,Midwest,Loyalty,2024-01-10,2024-01
C01075,Midwest,Loyalty,2024-01-18,2024-01
C01076,Northeast,Returning,2024-07-18,2024-07
C01077,West,New,2024-07-24,2024-07
C01078,Midwest,New,2024-02-21,2024-02
C01079,Northeast,New,2024-07-04,2024-07
C01080,Midwest,Loyalty,2024-05-09,2024-05
C01081,West,New,2024-03-15,2024-03
C01082,South,New,2024-09-05,2024-09
C01083,South,Loyalty,2024-06-25,2024-06
C01084,Northeast,Returning,2024-06-19,2024-06
C01085,Midwest,Loyalty,2024-02-06,2024-02
C01086,Northeast,Returning,2024-06-24,2024-06
C01087,South,Loyalty,2024-03-12,2024-03
C01088,Midwest,New,2024-10-15,2024-10
C01089,Northeast,Loyalty,2024-02-04,2024-02
C01090,Northeast,Loyalty,2024-11-27,2024-11
C01091,South,Returning,2024-03-01,2024-03
C01092,Northeast,Loyalty,2024-05-15,2024-05
C01093,West,New,2024-07-10,2024-07
C01094,Northeast,Returning,2024-11-27,2024-11
C01095,Midwest,Returning,2024-11-05,2024-11
C01096,West,Loyalty,2024-03-05,2024-03
C01097,South,Returning,2024-06-14,2024-06
C01098,Northeast,Returning,2024-07-05,2024-07
C01099,West,Returning,2024-07-18,2024-07
C01100,Northeast,Loyalty,2024-11-02,2024-11
C01101,Midwest,Loyalty,2024-07-21,2024-07
C01102,Midwest,Returning,2024-06-10,2024-06
C01103,Midwest,Returning,2024-04-12,2024-04
C01104,South,Loyalty,2024-10-12,2024-10
C01105,Northeast,Loyalty,2024-02-02,2024-02
C01106,West,New,2024-11-04,2024-11
C01107,West,Returning,2024-06-04,2024-06
C01108,West,New,2024-09-12,2024-09
C01109,Midwest,Loyalty,2024-11-19,2024-11
C01110,Midwest,Loyalty,2024-04-12,2024-04
C01111,Midwest,Returning,2024-09-26,2024-09
C01112,West,Loyalty,2024-05-01,2024-05
C01113,West,New,2024-12-26,2024-12
C01114,West,New,2024-02-11,2024-02
C01115,West,New,2024-12-13,2024-12
C01116,Midwest,New,2024-07-26,2024-07
C01117,Northeast,Returning,2024-09-07,2024-09
C01118,South,Returning,2024-05-16,2024-05
C01119,Midwest,Loyalty,2024-05-20,2024-05
C01120,Northeast,New,2024-05-14,2024-05
C01121,West,Loyalty,2024-01-02,2024-01
C01122,South,Returning,2024-02-10,2024-02
C01123,West,Loyalty,2024-05-23,2024-05
C01124,Midwest,Returning,2024-08-14,2024-08
C01125,West,New,2024-12-20,2024-12
C01126,West,Loyalty,2024-04-26,2024-04
C01127,Midwest,Returning,2024-05-04,2024-05
C01128,West,Returning,2024-03-26,2024-03
C01129,South,Returning,2024-02-12,2024-02
C01130,Midwest,New,2024-04-22,2024-04
C01131,Northeast,Returning,2024-12-03,2024-12
C01132,South,New,2024-01-05,2024-01
C01133,Midwest,New,2024-03-01,2024-03
C01134,South,Returning,2024-04-16,2024-04
C01135,Northeast,New,2024-01-11,2024-01
C01136,Midwest,Returning,2024-12-25,2024-12
C01137,West,Loyalty,2024-05-18,2024-05
C01138,Midwest,New,2024-11-27,2024-11
C01139,Northeast,Loyalty,2024-08-22,2024-08
C01140,Midwest,Loyalty,2024-06-08,2024-06
C01141,West,Loyalty,2024-05-21,2024-05
C01142,South,New,2024-09-03,2024-09
C01143,Northeast,New,2024-01-25,2024-01
C01144,Midwest,New,2024-08-27,2024-08
C01145,Midwest,Returning,2024-12-11,2024-12
C01146,West,Returning,2024-01-21,2024-01
C01147,Midwest,Loyalty,2024-11-24,2024-11
C01148,South,Returning,2024-07-09,2024-07
C01149,South,Returning,2024-11-11,2024-11
C01150,Midwest,New,2024-01-16,2024-01
C01151,South,New,2024-04-24,2024-04
C01152,South,Loyalty,2024-04-13,2024-04
C01153,Northeast,Returning,2024-10-05,2024-10
C01154,Northeast,New,2024-02-07,2024-02
C01155,West,Returning,2024-06-10,2024-06
C01156,South,New,2024-05-16,2024-05
C01157,South,Loyalty,2024-09-23,2024-09
C01158,Midwest,Returning,2024-01-16,2024-01
C01159,Midwest,Returning,2024-05-18,2024-05
C01160,Northeast,New,2024-05-25,2024-05
C01161,Northeast,Returning,2024-05-09,2024-05
C01162,West,Loyalty,2024-05-13,2024-05
C01163,Midwest,Returning,2024-06-02,2024-06
C01164,Midwest,New,2024-11-19,2024-11
C01165,Midwest,New,2024-12-05,2024-12
C01166,Midwest,Returning,2024-12-13,2024-12
C01167,Midwest,Loyalty,2024-01-15,2024-01
C01168,Midwest,Loyalty,2024-03-18,2024-03
C01169,South,Returning,2024-04-26,2024-04
C01170,Northeast,New,2024-07-11,2024-07
C01171,South,New,2024-08-22,2024-08
C01172,West,Loyalty,2024-12-10,2024-12
C01173,South,Loyalty,2024-08-06,2024-08
C01174,West,Returning,2024-12-19,2024-12
C01175,Midwest,New,2024-05-25,2024-05
C01176,Midwest,New,2024-05-14,2024-05
C01177,Midwest,Returning,2024-03-23,2024-03
C01178,West,Loyalty,2024-05-26,2024-05
C01179,Northeast,Returning,2024-07-26,2024-07
C01180,Northeast,New,2024-08-15,2024-08
C01181,Midwest,Loyalty,2024-11-15,2024-11
C01182,West,Loyalty,2024-02-18,2024-02
C01183,Northeast,New,2024-03-03,2024-03
C01184,Midwest,Returning,2024-09-02,2024-09
C01185,South,New,2024-08-18,2024-08
C01186,Northeast,Returning,2024-12-17,2024-12
C01187,West,Loyalty,2024-05-26,2024-05
C01188,West,Loyalty,2024-06-12,2024-06
C01189,South,New,2024-04-14,2024-04
C01190,South,Loyalty,2024-08-13,2024-08
